url,rightmove_id,price_text,price_value,price_currency,property_type,property_title,bedrooms,bathrooms,sizes,tenure,estate_agent,key_features,description,council_tax,parking,garden,accessibility
https://www.rightmove.co.uk/properties/163037921,163037921,"£1,500,000",1500000,GBP,Flat,"The Factory, Nile Street, London N1",1.0,1.0,"1,379 sq ft 128 sq m",Freehold,"The Modern House, London St Alphege Hall 
Kings Bench Street
London
SE1 0QX 
 More properties from this agent",[],"A fantastic example of open-plan warehouse living, this apartment lies on the first floor of The Factory, a much-loved Victorian conversion in Islington. Arranged across one airy level, it spans nearly 1,400 sq ft and has original industrial windows, hardwood parquet floors and exposed brick walls. Residents have access to a well-maintained communal courtyard, a porter and secure private car parking. 
 
 The Building
 
 Built as warehouses in the 19th century, The Factory lies at the intersection of Nile Street, Underwood Street and Shepherdess Walk. It was converted into residential accommodation in the 1990s, having formerly served as a storage depot for The British Museum.
 
 The building was one of the first by Manhattan Loft Corporation, which is regarded as having introduced converted warehouse living to London. With its handsome entrance and communal areas, The Factory is considered among the company's most impressive developments.
 
 The Tour
 
 The apartment is accessed from a smart communal entranceway via either lift or stairs. Its front door opens to a hallway with full-length bespoke cabinetry that provides room for displaying books and records.
 
 The hallway guides towards the apartment's open-plan living spaces. Large factory windows here fill the room with light, right up to its spectacular three-metre tall ceilings. Exposed brickwork and beautiful hardwood parquet floors introduce tonal warmth and a sense of cohesion.
 
 The flexible plan could be divided in several ways, making it ideal for hosting and entertaining. The well-appointed kitchen is fitted with professional stainless-steel units and a gas range cooker; a long, bespoke oak counter offers an additional surface for food preparation along with storage space beneath.
 
 A glass partition conceals the bright double bedroom. It has a neutral palette, which is enhanced by exposed brickwork and illuminated by the light that enters via a large, south-easterly window. A corridor with a walk-in wardrobe links the bedroom back to the main entrance hall and provides an abundance of storage.
 
 The corridor also provides access to a shower room, which is clad in black slate and finished with industrial stainless-steel fittings.
 
 The Area
 
 The Factory sits in the heart of Islington. It's close to to the Regent’s Canal towpath, which leads to Angel in one direction and Victoria Park in the other. Via its pathway, The Baring in De Beauvoir Town can be reached in 15, with the perennially popular Towpath just beyond.
 
 Nile Street is also close to the greenery of Shepherdess Walk Park and local favourite pub The Wenlock Arms. Ironmonger Row Baths are a five-minute walk from the house, with two swimming pools, a gym, and spa. Shoreditch, Hoxton, and Clerkenwell are all nearby, with a several places to eat and shop.
 
 Beyond is the Barbican Centre, a 15-minute walk south, with its arresting brutalist architecture, exhibition spaces and year-round programme of music and theatre. Gallery Victoria Miro is just around the corner, while the Almeida is a 20-minute walk away. The latter is on Upper Street, where other popular spots include Afghan Kitchen and the boutiques along Camden Passage.
 
 Islington is also known for its cafés and bakeries, which include branches of Pophams and Jolene bakeries, along with newer opening The Dreamery, an ice cream parlour/wine bar.
 
 The Factory is conveniently positioned for easy access to the West End and east London. Old Street station is a six-minute walk away and runs Northern line services. Hoxton Overground (Windrush line) is also near, and there are plenty of buses serving the local area.
 
 Tenure: Share of Freehold / Lease Length: approx. 971 years remaining / Service Charge: approx. £5,697 per annum / Ground Rent: approx. £150 per annum / Council Tax Band: F

Read full description",F,Residents,Communal garden,Ask agent
https://www.rightmove.co.uk/properties/164235416,164235416,"£1,450,000",1450000,GBP,Maisonette,"Offord Road, Islington, N1",3.0,2.0,"1,232 sq ft 114 sq m",Leasehold,"Knight Frank, Islington 321-322 Upper Street,
London,
N1 2XQ More properties from this agent","['3 bedrooms', '1 reception room', '2 bathrooms', 'Period', 'Garden', 'Town/City', 'Linked', 'Chain Free']","A beautifully presented three-bedroom, two-bathroom maisonette in the heart of Islington. With its own private entrance at ground level, the property opens to a staircase leading to three floors of living space. The first floor features a bright and airy open-plan reception room and kitchen, flooded with natural light. The kitchen is thoughtfully designed and fully equipped, perfect for contemporary living. On the second floor, you'll find a spacious double bedroom with a walk-in wardrobe (can be used as third bedroom) and stylish family bathroom. The top floor is dedicated to the principal bedroom, complete with a sizable en-suite bathroom, offering a serene and private escape. The maisonette equally benefits from direct access to a private outside space. Offord road is ideally located just 0.2 miles to Highbury and Islington station (Victoria Line/Overground/National rail) offering multiple links across London. Upper street and its plethora of shops, cafes and restaurants is equally just 0.2 miles from the maisonette. Brochures More Details

Show less",E,Ask agent,Yes,Ask agent
https://www.rightmove.co.uk/properties/152191217,152191217,"£1,450,000",1450000,GBP,Duplex,"Spencer Place, London, N1",3.0,2.0,"1,349 sq ft 125 sq m",Leasehold,"Savills, Islington 94 Upper Street,
London,
N1 0NP More properties from this agent","['Excellent transport links', 'Gated development', 'Porter', 'Designated parking space', 'Fitted appliances', 'Private entrance', 'EPC Rating = C']","A stunning three bedroom apartment in the heart of Islington 
 Description Nestled just off Canonbury Lane, this rare duplex apartment offers an unparalleled blend of tranquillity and convenience. Situated within an exclusive gated development, Spencer Place ensures privacy and security, accessible through its own private entrance. The accommodation is bathed in natural light, featuring an open-plan kitchen and sophisticated entertaining area. Each of the three generously sized double bedrooms boasts bespoke wardrobes, providing ample storage with elegant design. One bedroom features two sets of double doors, opening onto separate balconies. This room offers a versatile space that can serve as an additional reception room if desired.   The top-floor landing, ideal for a stylish office or reading nook, enhances the apartment’s functionality. Both bathrooms and kitchen are fitted with modern appliances and fixtures, ensuring a lifestyle of comfort and luxury. This remarkable property includes an allocated parking space within the gated community, and benefits from the services of a dedicated porter, ensuring convenience and peace of mind. Location Located off a quiet street and next door to the sought after William Tyndale School. The property also has convenient access to Highbury and Islington Station as well as a number of bus routes from Upper Street. An array of bars, cafes and restaurants can be within a short distance. Highbury & Islington station operates on the Victoria Line (one stop away from Kings Cross International) and the Overground. Square Footage: 1,349 sq ft 
Leasehold with approximately 967 years remaining. Brochures Web Details Particulars

Show less",D,Yes,Ask agent,Ask agent
https://www.rightmove.co.uk/properties/163384826,163384826,"£1,450,000",1450000,GBP,Apartment,"Offord Road, Barnsbury, London, N1",3.0,2.0,"1,289 sq ft 120 sq m",Leasehold,"Savills, Islington 94 Upper Street,
London,
N1 0NP More properties from this agent","['Set within converted Victorian house', 'Private rear garden', 'Close to great amenities', 'Excellent transport links', 'Beautifully refurbished throughout', 'EPC Rating = D']","Exceptionally finished maisonette 
 Description This stunning maisonette is set within a converted Victorian house in the heart of Barnsbury. The owner has extended into the loft which has allowed for the third bedroom and en suite bathroom. Stairs from your own front door lead you up to the first floor with the reception to the front and very modern kitchen to the rear.  Both are spacious rooms. The second floor is currently one double bedroom and dressing room but this room could be a further bedroom.  There is a family bathroom on this floor.  And the third floor has the new spacious bedroom and en suite. The maisonette has a private section of the rear garden. The lease is currently being extended by the seller to 173 years. Location Offord Road is in the heart of Barnsbury and a short walk away from Upper Strreet and the Angel with a wonderful selection of shops, restaurants and cafes. Transport links are great with numerous buses on Upper Street.  Highbury & Islington has the tube (Victoria line), overground and National rail so the whole of London is very accessible. Square Footage: 1,289 sq ft 
Leasehold with approximately 84 years remaining. Brochures Web Details Particulars

Show less",E,Ask agent,Yes,Ask agent
https://www.rightmove.co.uk/properties/165380378,165380378,"£1,400,000",1400000,GBP,Flat,"Nile Works, 
Nile Street, N1",3.0,1.0,992 sq ft 92 sq m,Leasehold,"Chestertons New Homes, Chestertons New Homes 5th Floor East, 
The Lantern Building, 
75 Hampstead Road, London,  
NW1 2PL More properties from this agent","['Collection of 2 & 3 Bed apartments (plus 1 iconic penthouse apartment)', 'High quality finished throughout', 'Industrial styling (to include Micro cement floors, Polished plasters walls, Exposured steel ceilings)', 'Boutique Development', 'Lift access', 'City views', 'Moments from Old Street & Shoreditch', 'Completing Jan 2025', '10 Year build warranty']","Presenting Nile Works, an exceptional collection of 8 apartments nestled in the heart of Shoreditch. Seamlessly blending industrial heritage with modern living, the apartments offer a range of industrial touches from exposed steel ceilings, polished concrete floors and polished plaster walls, with each apartment spanning one full floor and flooded with natural light from the floor to ceiling windows that span all sides of these quite unique spaces. Our eight meticulously designed apartments feature raw, industrial finishes that create a unique and stylish industrial aesthetic. The open-plan layouts, exposed steelwork and authentic finishes create a sense of spaciousness and modernity, perfect for those who appreciate both design and functionality. Each unit is crafted to provide a comfortable and sophisticated living environment with every care taken to optimize the useable internal areas. Nile Works offers a perfect blend of historical charm and modern luxury in one of London’s most creative neighbourhoods. With its prime location and proximity to key business hubs and vibrant entertainment options, Nile Works is the ideal home for young professionals seeking style, convenience, and a thriving community. Invest in Nile Works and embrace the unparalleled lifestyle that East London and the City Fringe. Shoreditch is where London’s creative spirit meets a raw, industrial edge. It’s a neighbourhood bursting with energy, and its streets are alive with artistry and culture. From striking street art to independent boutiques, Shoreditch’s appeal is magnetic, drawing people from all corners of the city who are looking to immerse themselves in one of London’s most dynamic areas. Nile Works is a short walk to Old Street Roundabout (known as Silicon Roundabout) a hub for London’s tech revolution and a prominent Zone 1 station that has been completely overhauled in the last few years. Home to countless startups, co-working spaces, and tech giants, this part of town is where London’s young creatives and innovators come together to build the future. The vibe is electric, with buzzing coffee shops and local eateries that fuel the minds behind some of the city’s boldest ideas. From Old Street Roundabout, Moorgate and the City of London financial districts are just a short walk away, along with a number of key educational centres, making Nile Works ideal for professionals and international students seeking a blend of vibrant neighbourhood life and proximity to the capital’s most important hubs. This dynamic blend has created strong yields for the area, with demand for both high quality sales and rentals expected to continue to grow. When it comes to nightlife, Shoreditch is in a league of its own. Trendsetting bars, stylish lounges, and exclusive speakeasies can be found down almost every street, creating a vibrant scene where the night unfolds however you choose. You’ll find everything from rooftop bars with sweeping views of the city skyline to cozy, tucked-away spots perfect for a low-key evening with friends. This part of London celebrates individuality and creativity, with each venue bringing something new and inspiring to the mix. For those who want a dose of history and culture, Shoreditch offers iconic spots like Brick Lane and Spitalfields Market, which are just a short walk away. Brick Lane’s vintage shops, street art, and famous food stalls are a feast for the senses, while Spitalfields combines heritage with modern style, housing an eclectic mix of high-end shops and local artisan stalls. Living in Shoreditch means having access to some of London’s best parks and green spaces, too. Shoreditch Park offers a tranquil escape with sports facilities, picnic spots, and paths perfect for a quiet morning jog or a leisurely afternoon walk. When the city buzz gets too intense, you can retreat here for a breath of fresh air. Living in Nile Works, you’re in the heart of Shoreditch, Old Street and the City. You’re in the centre of everything, with a lifestyle that celebrates creativity, individuality, and urban sophistication. It’s a place that offers endless opportunities for those who want to work hard, play hard, and make the most of city life. Every street tells a story, every venue has its own character, and every corner reveals something new—a neighbourhood that’s both timeless and ahead of its time. Selling your property in Nile Works? Trying to find your perfect home to buy? Register with  Chestertons New Homes UK  to get the full picture from the experts in the Hoxton market.  Our China Desk is here for you, if Chinese is your preferred language, please get in touch via WeChat ( S-ChestertonsAPAC ) Brochures Super-size images and Full Online Details ---

Show less",Ask agent,Ask agent,Private garden,Ask agent
https://www.rightmove.co.uk/properties/164413292,164413292,"£1,400,000",1400000,GBP,Apartment,"Emerson Court, London, N1",2.0,2.0,Ask agent,Leasehold,"JOHNS&CO, West Hampstead Unit 7 Hardy Building,
West Hampstead,
London,
NW6 2BR More properties from this agent","['Two bedroom apartment', 'Private Balcony', '24 Hour Concierge', 'Gym & Swimming Pool', 'Two bathroom', 'Cinema Room', 'Easy access to Eurostar and National Rail Services', '991 sq ft internal space']","A beautifully presented two-bedroom, two-bathroom apartment in the prestigious King’s Cross Quarter. Offering generous living space and a private balcony, the property is ideally located just a short walk from the vibrant King's Cross tech hub and leading universities such as UCL.  Residents enjoy access to first-class amenities, including a swimming pool, fully equipped gym, private cinema, and 24-hour concierge service.

Show less",E,Ask agent,Ask agent,Ask agent
https://www.rightmove.co.uk/properties/163868660,163868660,"£1,400,000",1400000,GBP,Flat,"Nile Street, LONDON, N1",1.0,1.0,"1,339 sq ft 124 sq m",Freehold,"Hamptons, Islington 97-99
Upper Street
London
N1 0NP More properties from this agent","['Award winning design', 'Over 1300sq/ft', 'Share of Freehold', 'Sought after location', 'One bedroom open plan loft apartment']","The Factory is a distinguished warehouse conversion and one of the area’s most coveted addresses in the heart of London's tech hub. This expansive one-bedroom loft apartment offers 1,339 sq/ft of lateral living space in an exceptionally sought-after building. Notably, the reconfiguration of this space earned Nuns With Guns Design the idFx magazine award for residential design in 2010, cementing its reputation for outstanding architecture and interior excellence.
 
 Situated in the heart of Tech City, The Factory is a prestigious warehouse conversion that seamlessly blends industrial heritage with award-winning contemporary design. The reconfiguration of this space was recognised with the idFx magazine award for residential design in 2010, a testament to its exceptional architectural and interior craftsmanship. As one of the area’s most sought-after addresses, this landmark development offers residents a unique and stylish living experience.
 
 This rare one-bedroom loft apartment spans an impressive 1,339 sq/ft, exemplifying open-plan loft living at its finest. With soaring ceilings and an expansive layout, the property is bathed in natural light, creating an unparalleled sense of space and sophistication. The sleek, contemporary finishes integrate seamlessly with original warehouse features, offering a perfect balance of modernity and industrial charm. Designed for both relaxation and entertaining, the vast interior and open-plan configuration enhance the apartment’s grandeur.
 
 Finished to an exceptional specification, this loft retains its authentic industrial character while incorporating high-end modern comforts. The thoughtful design and expansive floor plan showcase the award-winning craftsmanship, ensuring no detail has been overlooked in creating this bespoke living space. Situation Perfectly positioned just 0.4 miles from Old Street Underground Station, The Factory benefits from excellent connectivity via the Northern Line and National Rail services, with multiple bus routes also serving the area for seamless travel across London.
 
 The surrounding location is one of the most vibrant in the capital, with Shoreditch, Hoxton, and Islington all within easy walking distance. Renowned for its lively social scene, the area boasts acclaimed bars, restaurants, and cultural venues, while the nearby Silicon Roundabout continues to thrive as a global tech hub. For a more tranquil escape, the scenic Regent’s Canal towpath offers a peaceful retreat, with a selection of gastro-pubs and boutique cafés providing the perfect spot to unwind.    Property Ref Number:    HAM-59501

Show less",F,Ask agent,Ask agent,Ask agent
https://www.rightmove.co.uk/properties/165071429,165071429,"£1,400,000",1400000,GBP,Maisonette,"Rocliffe Street, 
Angel, N1",3.0,2.0,Ask agent,Leasehold,"Chestertons, Islington 327 - 329 Upper Street,
Islington,
London,
N1 2XQ More properties from this agent","['3 Bedroom Upper Floor Maisonette', '2 Bathrooms', 'Close to Angel and Regents Canal', 'Excellent Transport Links', 'Beautifully Presented', 'Communal Garden']","Arranged over three floors, the property offers a flexible and thoughtfully designed layout with the option of three bedrooms or two reception rooms, making it ideal for a range of living arrangements. Entering on the raised ground floor, you're welcomed into a bright and elegant reception and dining room, which flows seamlessly into a stylish, modern kitchen. From here, you have direct access to a private terrace with steps leading down to a charming west-facing communal garden that extends to 11 feet—perfect for relaxing or entertaining. The first floor accommodates two well-proportioned bedrooms and a contemporary family bathroom, while the top floor is home to a spacious principal suite, complete with built-in storage and a sleek en-suite shower room. Rocliffe Street is a quiet, tree-lined street ideally positioned in the heart of Angel, moments from the Regent's Canal and the lively amenities of Upper Street. Residents enjoy easy access to a vibrant mix of independent cafes, award-winning restaurants, boutiques, theatres (including the Almeida), and everyday conveniences such as supermarkets and fitness studios. For transport, Angel Underground Station (Northern Line) is within close proximity, providing quick connections to the City and West End. Numerous bus routes serve the area, and nearby Essex Road Station offers National Rail services. The location also provides easy access to King's Cross and St Pancras International for Eurostar and wider UK travel. This is a rare opportunity to own a distinctive and elegant home in one of Islington’s most desirable enclaves. Selling your property in Rocliffe Street? Trying to find your perfect home to buy? Register with  Chestertons Islington  to get the full picture from the experts in the Angel Southside market.  Our China Desk is here for you, if Chinese is your preferred language, please get in touch via WeChat ( S-ChestertonsAPAC ) Brochures Super-size images and Full Online Details ---  Brochure and Particulars

Show less",E,Ask agent,Private garden,Ask agent
https://www.rightmove.co.uk/properties/165518174,165518174,"£1,400,000",1400000,GBP,Flat,"Clift House, 
Lucan Path, N1",4.0,3.0,Ask agent,Leasehold,"Chestertons, Islington 327 - 329 Upper Street,
Islington,
London,
N1 2XQ More properties from this agent","['4 bedrooms', '3 bathrooms', 'Split over 2 floors', 'Balcony', 'Open-plan kitchen/living space', 'Moments from Shoreditch park']","An immaculately presented 4 double bedroom, 3 bathroom, modern apartment with large balcony set within a contemporary development located in a prominent position moments from the Regent's canal and Shoreditch park. The property is well-proportioned and presented comprising; 4 double sized bedrooms with the master benefitting from an exclusive walk-in wardrobe and luxury shower-room; there is an additional en-suite allocated to the second bedroom; the open-plan living/kitchen living space is flooded by flight and is the perfect place for entertaining with the balcony perfect for al-fresco dining; the bathrooms are modern with contemporary finishing; Cliff House is a development located on a quiet no through street on the edge of the Regent's canal and within close proximity to Shoreditch park. The apartment is conveniently located for access to Hoxton and Shoreditch with an array of trendy bars, restaurants, galleries and boutique shops. Old Street Underground (Northern Line), Haggerston (London overground) and Essex Road (National Rail) are the closest stations. The bus routes of Southgate Road and New North Road provide good links to the City. * It should be noted that private parking is available at a charge of £750 p.a Selling your property in Clift House? Trying to find your perfect home to buy? Register with  Chestertons Islington  to get the full picture from the experts in the De Beauvoir Town market.  Our China Desk is here for you, if Chinese is your preferred language, please get in touch via WeChat ( S-ChestertonsAPAC ) Brochures Super-size images and Full Online Details ---  Brochure and Particulars

Show less",E,Yes,Ask agent,Ask agent
https://www.rightmove.co.uk/properties/158225222,158225222,"£1,400,000",1400000,GBP,Flat,"The Factory, Old Street, N1",1.0,1.0,"1,335 sq ft 124 sq m",Freehold,"Urban Spaces, Loft Living & Unique Properties Standon House, 
1st Floor, 
21 Mansell Street, London E1 8AA More properties from this agent","['One bedroom open plan loft apartment', '1339 sq/ft of lateral living space', 'Stylishly presented', 'Share of Freehold', 'Concierge and allocated parking space', 'Sought after location']","Situated in the heart of Tech City, The Factory is a prestigious warehouse conversion that seamlessly blends industrial heritage with award-winning contemporary design. The reconfiguration of this space was recognised with the idFx magazine award for residential design in 2010, a testament to its exceptional architectural and interior craftsmanship. As one of the area’s most sought-after addresses, this landmark development offers residents a unique and stylish living experience.
 
 This rare one-bedroom loft apartment spans an impressive 1,339 sq/ft, exemplifying open-plan loft living at its finest. With soaring ceilings and an expansive layout, the property is bathed in natural light, creating an unparalleled sense of space and sophistication. The sleek, contemporary finishes integrate seamlessly with original warehouse features, offering a perfect balance of modernity and industrial charm. Designed for both relaxation and entertaining, the vast interior and open-plan configuration enhance the apartment’s grandeur.
 
 Finished to an exceptional specification, this loft retains its authentic industrial character while incorporating high-end modern comforts. The thoughtful design and expansive floor plan showcase the award-winning craftsmanship, ensuring no detail has been overlooked in creating this bespoke living space.
 
 Perfectly positioned just 0.4 miles from Old Street Underground Station, The Factory benefits from excellent connectivity via the Northern Line and National Rail services, with multiple bus routes also serving the area for seamless travel across London.
 
 The surrounding location is one of the most vibrant in the capital, with Shoreditch, Hoxton, and Islington all within easy walking distance. Renowned for its lively social scene, the area boasts acclaimed bars, restaurants, and cultural venues, while the nearby Silicon Roundabout continues to thrive as a global tech hub. For a more tranquil escape, the scenic Regent’s Canal towpath offers a peaceful retreat, with a selection of gastro-pubs and boutique cafés providing the perfect spot to unwind.

Show less",F,Allocated,Ask agent,Lift access
https://www.rightmove.co.uk/properties/163985546,163985546,"£1,400,000",1400000,GBP,Terraced,"Baring Street, Islington",3.0,2.0,Ask agent,Freehold,"Dexters, Islington 76 Upper Street
London
N1 0NU  More properties from this agent","['Victorian House', 'Immaculately Presented', 'Freehold', 'Open Plan', 'Three Bedrooms', 'Two Bathrooms']","An immaculately presented three bedroom house on the highly desirable Baring Street. The current owners have lovingly refurbished and extended this family home to incorporate an open plan kitchen, diner and reception leading to a low maintenance sun trap garden. Situated just back from the Regents Canal and Shoreditch Park close by, Baring Street is half a mile from Essex Road Station and under a mile away from Old Street. You will also find the shops bars and restaurant of Upper street a short stroll away. Tenure:  Freehold  Council Tax Band:  E Information contained within this listing is for guidance only and should be checked and confirmed (prior to proceeding). Brochures Brochure 1

Show less",Ask agent,Ask agent,Yes,Ask agent
https://www.rightmove.co.uk/properties/163487027,163487027,"£1,399,000",1399000,GBP,Flat,"Pentonville Road, Islington",2.0,2.0,Ask agent,Leasehold,"Marsh & Parsons, Camden Town & Tufnell Park 27 Parkway,
London,
NW1 7PN More properties from this agent","['Two Bedrooms', 'Two Bathrooms', 'Top Floor', 'Large Roof Terrace', '24 Hour Concierge', 'On-Site Leisure Facilities']","The apartment comprises of two double bedroom with fitted wardrobes, an open concept living area with a large, fully fitted kitchen, two contemporary bathrooms and a private balcony.This luxury development has a high specification and includes an on site gymnasium, swimming pool, cinema room and 24 hour concierge. The development is located a short walk from Kings Cross station and Angel Station with many local amenities close by. Tenure:  Leasehold  Lease Years Remaining:  991 Service Charge:  £12,000 (Yearly) Annual Ground Rent:  £600 Council Tax Band:  Not yet available Information contained within this listing is for guidance only and should be checked and confirmed (prior to proceeding).

Show less",Ask agent,Ask agent,Ask agent,Ask agent
https://www.rightmove.co.uk/properties/164031635,164031635,"£1,395,000",1395000,GBP,Apartment,"Shepherdess Place, N1",2.0,2.0,"1,394 sq ft 130 sq m",Leasehold,"Hurford Salvi Carr, Islington & Shoreditch 227 City Road,
London,
N1 7NA More properties from this agent","['1,394 sq. ft. - 129.5 sq. mt.', 'Soaring Ceilings', 'High-spec Refurbishment', 'Reasonable Service Charges', 'Live-Work']","A rare and dramatic two-bedroom loft apartment on the fourth floor of the iconic Chocolate Studios – a former chocolate factory quietly set back from City Road in Shoreditch. Measuring nearly 1,400 sq. ft. internally, this striking duplex has been comprehensively refurbished and thoughtfully redesigned by the current owners, blending the building’s original industrial character with bold contemporary finishes. Soaring ceilings, exposed brickwork, and expansive crittal-style windows define the space, flooding it with natural light and a powerful sense of volume. The fourth floor comprises a dramatic open-plan living area with double-height ceilings and a bespoke kitchen, as well as a generous double bedroom and a beautifully finished bathroom. Upstairs, the mezzanine level overlooks the main space and is configured as a luxurious principal suite, complete with en-suite bathroom and extensive built-in storage. The layout offers both dramatic open spaces and quiet privacy, ideal for both entertaining and modern day-to-day living. Chocolate Studios is ideally located near the Regent’s Canal towpath, with Angel, Shoreditch, Clerkenwell, and Hoxton all within easy reach. Old Street station (Northern Line) is a short walk away, and City Road provides excellent bus links across London. A rare opportunity to own a substantial, design-led warehouse home in one of Islington’s most distinctive factory conversions.

Show less",F,Ask agent,Ask agent,Ask agent
https://www.rightmove.co.uk/properties/164582198,164582198,"£1,395,000",1395000,GBP,Flat,"Essex Road, Islington",2.0,1.0,Ask agent,Leasehold,"Dexters, Islington 76 Upper Street
London
N1 0NU  More properties from this agent","['Two Bedrooms', 'Separate Study', 'Georgian Conversion', 'Split Level', 'Private Garden', 'Beautiful Original Features']","A unique two/three bedroom early Georgian conversion apartment on two floors with nearly 1,500 sq ft of beautiful and grand living accommodation. Occupying an enviable position in the heart of central Islington, the property is moments from the vibrant array of food shops, independent stores, restaurants, cafés and outstanding venues on Essex Road, Upper Street and the surrounding streets. The property is perfectly positioned for central Islington, Hoxton, Shoreditch and Old Street. Residents enjoy outstanding connectivity with Angel, Essex Road, and Highbury & Islington stations all within close proximity, ensuring seamless travel across the capital. The start of New River is opposite the apartment, Shoreditch Park, Regent's Canal and Highbury Fields and Islington Green are within 10 minutes walk, providing peaceful oasis amidst the energy of this sought-after neighbourhood which perfectly balances convenience and vibrant city living. Tenure:  Leasehold  Lease Years Remaining:  147 Council Tax Band:  E Information contained within this listing is for guidance only and should be checked and confirmed (prior to proceeding). Brochures Brochure 1

Show less",Ask agent,Ask agent,Yes,Ask agent
https://www.rightmove.co.uk/properties/163218659,163218659,"£1,375,000",1375000,GBP,Penthouse,"Crystal Wharf, 36 Graham Street, London, N1",2.0,2.0,"1,023 sq ft 95 sq m",Leasehold,"NEILSON & BAUER LTD, Islington 108-109 Upper Street,
London,
N1 1QN More properties from this agent","['Fabulous City and Islington Views', 'Award winning Canal side development', 'Chain free', 'Concierge', 'Duncan Terrace & Colebrooke Row Conservation Area', 'Parking space by separate negotiation', 'Excellent transport links', 'Council Tax Band G']","This bright and airy penthouse apartment has a wonderful feeling of space, with high ceilings and full height windows with sliding doors at either end of the main living space, offering open views towards the City at one end and back across to the Islington roof line at the other. Balconies at either end really set this apart from other penthouse spaces. The apartment is arranged over the third and fourth floor, with two double bedrooms, both with built in wardrobes, and two bathrooms on the lower level as you enter. Stairs lead up to the large open plan living and kitchen space, where your eye is constantly drawn to the outside. Built just over 20 years ago, Crystal Wharf is an intimate, award-winning development, built around a landscaped courtyard. The concierge at the entrance offers the security you would expect and there is a private parking space by separate negotiation. The development is in the Duncan Terrace and Colebrooke Row Conservation Area and is a short walk to Upper Street and Camden Passage, with all they have to offer. The vast array of amenities on Upper Street and around Old Street are moments away, as is the Regent’s Canal tow path walk with a string of cafes and garden areas. Angel Underground Station is  only a short distance away (0.5 miles - Northern Line) and one stop away from Kings Cross / St Pancras which provides access to Circle, Hammersmith & City and Metropolitan Lines, Piccadilly Line and Victoria Line as well St Pancras International and National Rail. Bus stops at the end of the road head into the City and West End.  Brochures Particulars

Show less",Band: TBC,Yes,Yes,Ask agent
https://www.rightmove.co.uk/properties/159002345,159002345,"£1,370,000",1370000,GBP,Apartment,"Islington Square, 8 Esther Anne Place, London, N1",2.0,2.0,"1,141 sq ft 106 sq m",Leasehold,"Coldwell Banker Southbank, London Ground Floor Office,
9 Belvedere Road,
London,
SE1 8YL More properties from this agent","['Shops and amenities nearby', 'Fitted Kitchen', 'En suite', 'Video Entry', 'Double glazing', 'Concierge', 'Close to public transport', 'Communal Garden']","We are delighted to offer this 2 bedroom, 2 bathroom (1 ensuite) apartment, which is available for sale in Islington Square. Measuring 1141 sqft, this 1stfloor apartment is individually designed with coordinated layouts and bespoke fitted kitchen appliances that are Arated, open plan kitchen/living area and an entrance hall. The apartment is available for sale now. 8 Esther Anne Place is an Edwardian conversion into large warehouse apartments with an entirely new design by leading UK architect. It retains its original features such as high ceilings and modern living spaces with unique floor plans. The finely detailed development offers 24-hour concierge service and access to communal landscaped gardens. Located on the high street in Islington moments from the many restaurants and cafes and right opposite St Marys church and surrounding gardens Located in the heart of Islington and is just a ten-minute walk from both Angel station (Northern Line) and Highbury and Islington Station (London Overground and Victoria Line) along with access to an extensive network of buses from Upper Street. Excellent transport links enable residents to be in the City in approximately ten minutes and the West End in twenty minutes. There is a Bill going through parliament and it is expected to be law by end 2024, whereby any lease extension will be 990 years and they believe that in the draft bill they may abolish the 2 year ownership rule.

Show less",F,Ask agent,Yes,Ask agent
https://www.rightmove.co.uk/properties/165953216,165953216,"£1,350,000",1350000,GBP,Terraced,"Haverstock Street, London, N1",3.0,1.0,"1,100 sq ft 102 sq m",Freehold,"Hamptons, Islington 97-99
Upper Street
London
N1 0NP More properties from this agent","['Three Bedrooms', 'Freehold', 'Private Garden', 'Close Proximity To Angel Station', 'Rich In Character']","This beautifully presented three-bedroom freehold terraced house is arranged over three floors and offers a rare blend of character, space, and modern finish in a prime N1 location. Thoughtfully designed throughout, the property benefits from a recently renovated kitchen and a private garden.
 On the lower ground floor, a stunning, refurbished kitchen and dining room offering both a sleek aesthetic and functional layout. This stylish space is ideal for entertaining or relaxed family meals, with patio doors leading to the private garden. 
 The ground floor is home to a bright and welcoming reception room, bathed in natural light from dual sash-style windows, alongside a third bedroom which could also serve as a home office, second living space, or creative studio. 
 Upstairs, the first floor comprises two well-proportioned bedrooms and a family bathroom. The principal bedroom stretches the full width of the house, while the second bedroom is equally light-filled and spacious. Situation Located on a quiet residential street in the heart of Islington, Haverstock Street is ideally positioned within easy reach of Angel, Upper Street, and Essex Road, with an array of shops, cafes, restaurants, and excellent transport links all nearby.    Property Ref Number:    HAM-59987

Show less",G,On street,Private garden,Ask agent
